timestamp,contract_id,question,price_yes,price_no,volume,liquidity,outcome,day_index,category
2026-09-04T11:47:28.593637+00:00,C000,Historical contract #1,0.8686,0.112,5574.653762680839,715.1325610084704,1,49,Crypto
2026-09-05T11:47:28.593637+00:00,C000,Historical contract #1,0.8897,0.0952,1738.9300311803604,338.80197215640766,1,50,Crypto
2026-09-06T11:47:28.593637+00:00,C000,Historical contract #1,0.8711,0.1169,1383.9558666899234,1383.9846345120548,1,51,Crypto
2026-09-07T11:47:28.593637+00:00,C000,Historical contract #1,0.854,0.1313,1227.4135792654456,511.7629474229363,1,52,Crypto
2026-09-08T11:47:28.593637+00:00,C000,Historical contract #1,0.8868,0.1197,5270.7001365906,587.8051154195103,1,53,Crypto
2026-09-09T11:47:28.593637+00:00,C000,Historical contract #1,0.8815,0.0995,2195.1319399446647,766.0586142816078,1,54,Crypto
2026-09-10T11:47:28.593637+00:00,C000,Historical contract #1,0.8699,0.1157,2170.217483038893,4983.955989280595,1,55,Crypto
2026-09-11T11:47:28.593637+00:00,C000,Historical contract #1,0.9202,0.0972,1436.6845049062438,206.2824608005089,1,56,Crypto
2026-09-12T11:47:28.593637+00:00,C000,Historical contract #1,0.9143,0.0664,4744.222764650703,371.1970040171973,1,57,Crypto
2026-09-13T11:47:28.593637+00:00,C000,Historical contract #1,0.9088,0.0805,1587.423060180142,284.31093207266673,1,58,Crypto
2026-09-14T11:47:28.593637+00:00,C000,Historical contract #1,0.9074,0.0876,4443.015469212066,616.8278394946154,1,59,Crypto
2026-07-17T11:47:28.593637+00:00,C001,Historical contract #2,0.4002,0.6097,7859.913047138626,6795.757065015193,1,0,Macro
2026-07-18T11:47:28.593637+00:00,C001,Historical contract #2,0.4254,0.5784,2376.168132349692,2651.7050191145663,1,1,Macro
2026-07-19T11:47:28.593637+00:00,C001,Historical contract #2,0.4512,0.5345,3367.3119390136344,941.8187625040753,1,2,Macro
2026-07-20T11:47:28.593637+00:00,C001,Historical contract #2,0.486,0.5002,601.8952057352926,549.7485571200154,1,3,Macro
2026-07-21T11:47:28.593637+00:00,C001,Historical contract #2,0.5184,0.4686,1159.493122155347,969.9367062076138,1,4,Macro
2026-07-22T11:47:28.593637+00:00,C001,Historical contract #2,0.5721,0.4236,2395.638632545384,694.0363093333094,1,5,Macro
2026-07-23T11:47:28.593637+00:00,C001,Historical contract #2,0.5982,0.4159,2329.002653790589,615.3373913928361,1,6,Macro
2026-07-24T11:47:28.593637+00:00,C001,Historical contract #2,0.6628,0.34,2461.8718200474295,361.2442174516191,1,7,Macro
2026-07-25T11:47:28.593637+00:00,C001,Historical contract #2,0.6543,0.359,2230.987028301344,976.636692611609,1,8,Macro
2026-07-26T11:47:28.593637+00:00,C001,Historical contract #2,0.635,0.3787,2600.700915521425,273.5967897934311,1,9,Macro
2026-07-27T11:47:28.593637+00:00,C001,Historical contract #2,0.6448,0.3664,1885.5473681006897,526.5061705019742,1,10,Macro
2026-07-28T11:47:28.593637+00:00,C001,Historical contract #2,0.661,0.3404,2042.7454884223819,2158.553452458558,1,11,Macro
2026-07-29T11:47:28.593637+00:00,C001,Historical contract #2,0.6262,0.3692,2082.2616987016145,842.8552134844906,1,12,Macro
2026-07-30T11:47:28.593637+00:00,C001,Historical contract #2,0.6412,0.3579,2350.5306425096796,2648.8481691263864,1,13,Macro
2026-07-31T11:47:28.593637+00:00,C001,Historical contract #2,0.6313,0.3634,1390.1679157154736,633.2976440109292,1,14,Macro
2026-08-01T11:47:28.593637+00:00,C001,Historical contract #2,0.6331,0.3588,5115.526858697213,1060.1060121739604,1,15,Macro
2026-08-02T11:47:28.593637+00:00,C001,Historical contract #2,0.691,0.3021,2568.993181969822,2684.2257952068367,1,16,Macro
2026-08-03T11:47:28.593637+00:00,C001,Historical contract #2,0.715,0.2972,1426.1634805885542,701.5110509181541,1,17,Macro
2026-08-04T11:47:28.593637+00:00,C001,Historical contract #2,0.7133,0.2961,704.4075546502494,1243.7425194400212,1,18,Macro
2026-08-05T11:47:28.593637+00:00,C001,Historical contract #2,0.7226,0.282,3296.759156067255,2854.1145278400777,1,19,Macro
2026-08-06T11:47:28.593637+00:00,C001,Historical contract #2,0.7496,0.2678,1713.7469680446054,260.4456613904829,1,20,Macro
2026-08-07T11:47:28.593637+00:00,C001,Historical contract #2,0.7482,0.2556,3010.9985554322184,380.26016269639103,1,21,Macro
2026-08-08T11:47:28.593637+00:00,C001,Historical contract #2,0.7377,0.2524,683.1755678526418,388.8088279972418,1,22,Macro
2026-08-09T11:47:28.593637+00:00,C001,Historical contract #2,0.756,0.2466,2942.48334151042,106.37476663775753,1,23,Macro
2026-08-10T11:47:28.593637+00:00,C001,Historical contract #2,0.772,0.2386,2517.728105161869,2423.499248801236,1,24,Macro
2026-08-11T11:47:28.593637+00:00,C001,Historical contract #2,0.7388,0.2784,2900.7513198619386,187.6773904275282,1,25,Macro
2026-08-12T11:47:28.593637+00:00,C001,Historical contract #2,0.7821,0.2242,3559.11496881948,421.25783073789506,1,26,Macro
2026-08-13T11:47:28.593637+00:00,C001,Historical contract #2,0.8063,0.1871,2178.3051866592045,802.3305773583651,1,27,Macro
2026-08-14T11:47:28.593637+00:00,C001,Historical contract #2,0.8166,0.178,1606.7632903780864,588.7384186404423,1,28,Macro
2026-08-15T11:47:28.593637+00:00,C001,Historical contract #2,0.8282,0.1892,775.2388182132033,601.8406900053648,1,29,Macro
2026-08-16T11:47:28.593637+00:00,C001,Historical contract #2,0.8607,0.1414,936.5472609940781,781.9923465406143,1,30,Macro
2026-08-17T11:47:28.593637+00:00,C001,Historical contract #2,0.8762,0.1188,5235.242642873425,1320.0635865555878,1,31,Macro
2026-08-18T11:47:28.593637+00:00,C001,Historical contract #2,0.89,0.0947,11639.06603213212,564.4606361442281,1,32,Macro
2026-08-19T11:47:28.593637+00:00,C001,Historical contract #2,0.8454,0.1581,1253.682444702929,725.0962143330293,1,33,Macro
2026-08-20T11:47:28.593637+00:00,C001,Historical contract #2,0.8745,0.1386,664.265705762602,184.7452132775641,1,34,Macro
2026-08-21T11:47:28.593637+00:00,C001,Historical contract #2,0.8577,0.1344,2749.98372991953,829.6627919360496,1,35,Macro
2026-08-22T11:47:28.593637+00:00,C001,Historical contract #2,0.8317,0.1882,1888.3956182375882,456.03938349080005,1,36,Macro
2026-08-23T11:47:28.593637+00:00,C001,Historical contract #2,0.8477,0.1366,2019.4755856920813,1221.8317770915019,1,37,Macro
2026-08-24T11:47:28.593637+00:00,C001,Historical contract #2,0.8573,0.1239,1028.916298236729,576.1170598389896,1,38,Macro
2026-08-25T11:47:28.593637+00:00,C001,Historical contract #2,0.8654,0.1225,1319.4985568332427,1009.2207774406004,1,39,Macro
2026-08-26T11:47:28.593637+00:00,C001,Historical contract #2,0.8638,0.1165,3510.856253652544,135.03739001383374,1,40,Macro
2026-08-27T11:47:28.593637+00:00,C001,Historical contract #2,0.8423,0.1472,279.52929635684455,386.5991808347574,1,41,Macro
2026-08-28T11:47:28.593637+00:00,C001,Historical contract #2,0.8657,0.1514,2118.009614454353,1589.8166869934278,1,42,Macro
2026-08-29T11:47:28.593637+00:00,C001,Historical contract #2,0.8977,0.0839,976.9503838376537,1964.2557741169755,1,43,Macro
2026-08-30T11:47:28.593637+00:00,C001,Historical contract #2,0.9009,0.1131,1123.8097091827444,203.48062468322058,1,44,Macro
2026-08-31T11:47:28.593637+00:00,C001,Historical contract #2,0.8846,0.1062,3438.7661733874456,2634.9404601002348,1,45,Macro
2026-09-01T11:47:28.593637+00:00,C001,Historical contract #2,0.8615,0.1206,786.4780775426736,972.390692551268,1,46,Macro
2026-09-02T11:47:28.593637+00:00,C001,Historical contract #2,0.8676,0.1408,3799.5487674461983,409.935335822284,1,47,Macro
2026-09-03T11:47:28.593637+00:00,C001,Historical contract #2,0.8653,0.1539,1071.241332270613,936.6525033399054,1,48,Macro
2026-09-04T11:47:28.593637+00:00,C001,Historical contract #2,0.8709,0.132,2415.2002529932906,1913.193901907399,1,49,Macro
2026-09-05T11:47:28.593637+00:00,C001,Historical contract #2,0.8732,0.1299,4246.192309917077,510.2033962160138,1,50,Macro
2026-09-06T11:47:28.593637+00:00,C001,Historical contract #2,0.9049,0.081,1627.9713951107424,879.2073080705641,1,51,Macro
2026-09-07T11:47:28.593637+00:00,C001,Historical contract #2,0.9493,0.0355,1911.2349983956901,756.0839951122183,1,52,Macro
2026-09-08T11:47:28.593637+00:00,C001,Historical contract #2,0.9701,0.027,2360.0929860086935,651.5210601248007,1,53,Macro
2026-09-09T11:47:28.593637+00:00,C001,Historical contract #2,0.9732,0.0232,506.916352794163,126.67354322624112,1,54,Macro
2026-09-10T11:47:28.593637+00:00,C001,Historical contract #2,0.9478,0.0336,1430.02432082748,3133.121058298892,1,55,Macro
2026-09-11T11:47:28.593637+00:00,C001,Historical contract #2,0.9714,0.0315,2387.893228813499,480.264700327415,1,56,Macro
2026-09-12T11:47:28.593637+00:00,C001,Historical contract #2,0.9642,0.0419,2967.089822209525,507.04168182920716,1,57,Macro
2026-09-13T11:47:28.593637+00:00,C001,Historical contract #2,0.98,0.02,1817.2347379355224,5314.206479252351,1,58,Macro
2026-09-14T11:47:28.593637+00:00,C001,Historical contract #2,0.98,0.0295,1945.3868726859073,1058.5143805494035,1,59,Macro
2026-07-17T11:47:28.593637+00:00,C002,Historical contract #3,0.6364,0.3771,3079.332676598754,1584.8255284372058,0,0,Politics
2026-07-18T11:47:28.593637+00:00,C002,Historical contract #3,0.6224,0.3688,2599.754934087404,519.6011798915744,0,1,Politics
2026-07-19T11:47:28.593637+00:00,C002,Historical contract #3,0.6207,0.389,1382.313889468245,135.28050044364696,0,2,Politics
2026-07-20T11:47:28.593637+00:00,C002,Historical contract #3,0.5694,0.4255,3700.2215883316803,374.0598507565661,0,3,Politics
2026-07-21T11:47:28.593637+00:00,C002,Historical contract #3,0.5245,0.4701,1170.5202576944828,4611.608588832262,0,4,Politics
2026-07-22T11:47:28.593637+00:00,C002,Historical contract #3,0.5238,0.4686,2622.974262550904,190.801442184472,0,5,Politics
2026-07-23T11:47:28.593637+00:00,C002,Historical contract #3,0.5074,0.4982,1687.6958555214185,1252.1844903980088,0,6,Politics
2026-07-24T11:47:28.593637+00:00,C002,Historical contract #3,0.5051,0.4814,1042.42204533023,1364.1029699618086,0,7,Politics
2026-07-25T11:47:28.593637+00:00,C002,Historical contract #3,0.5277,0.4746,888.7744359047363,1936.4805771987253,0,8,Politics
2026-07-26T11:47:28.593637+00:00,C002,Historical contract #3,0.5092,0.4887,1268.9834558653424,2130.3391279211583,0,9,Politics
2026-07-27T11:47:28.593637+00:00,C002,Historical contract #3,0.4988,0.4986,6321.8958431286155,497.99180349541837,0,10,Politics
2026-07-28T11:47:28.593637+00:00,C002,Historical contract #3,0.4673,0.549,2596.363680136669,190.070060231832,0,11,Politics
2026-07-29T11:47:28.593637+00:00,C002,Historical contract #3,0.4708,0.5288,4528.9713995940565,97.96318610242653,0,12,Politics
2026-07-30T11:47:28.593637+00:00,C002,Historical contract #3,0.4442,0.5455,933.5704482340279,810.8902521783135,0,13,Politics
2026-07-31T11:47:28.593637+00:00,C002,Historical contract #3,0.4325,0.5743,1591.849939567387,782.6695627078082,0,14,Politics
2026-08-01T11:47:28.593637+00:00,C002,Historical contract #3,0.4048,0.5968,3072.149554869699,905.0863469335445,0,15,Politics
2026-08-02T11:47:28.593637+00:00,C002,Historical contract #3,0.4113,0.5994,9210.124454976842,620.3753283337959,0,16,Politics
2026-08-03T11:47:28.593637+00:00,C002,Historical contract #3,0.3984,0.6051,791.7058042592595,245.77649595492605,0,17,Politics
2026-08-04T11:47:28.593637+00:00,C002,Historical contract #3,0.3746,0.6214,2362.406549452326,692.919372513405,0,18,Politics
2026-08-05T11:47:28.593637+00:00,C002,Historical contract #3,0.3556,0.638,3266.6822220810373,585.391792635148,0,19,Politics
2026-08-06T11:47:28.593637+00:00,C002,Historical contract #3,0.3405,0.6574,2101.441611776257,208.82533658983405,0,20,Politics
2026-08-07T11:47:28.593637+00:00,C002,Historical contract #3,0.3382,0.6529,880.2836374375585,774.2344341828081,0,21,Politics
2026-08-08T11:47:28.593637+00:00,C002,Historical contract #3,0.3073,0.6975,4906.7151665232395,543.4763180449862,0,22,Politics
2026-08-09T11:47:28.593637+00:00,C002,Historical contract #3,0.3162,0.6926,716.8896128601834,525.8294201651312,0,23,Politics
2026-08-10T11:47:28.593637+00:00,C002,Historical contract #3,0.2938,0.6907,8935.945346245004,259.4874202251592,0,24,Politics
2026-08-11T11:47:28.593637+00:00,C002,Historical contract #3,0.2783,0.7278,6560.964632728392,250.15995917851717,0,25,Politics
2026-08-12T11:47:28.593637+00:00,C002,Historical contract #3,0.2857,0.7237,482.31271088576773,238.68498652348987,0,26,Politics
2026-08-13T11:47:28.593637+00:00,C002,Historical contract #3,0.2773,0.7223,3463.6597151583005,807.0033148292923,0,27,Politics
2026-08-14T11:47:28.593637+00:00,C002,Historical contract #3,0.2419,0.7546,1139.0716757303244,1843.7517579516762,0,28,Politics
2026-08-15T11:47:28.593637+00:00,C002,Historical contract #3,0.2336,0.7785,2787.513583172857,1224.565279194971,0,29,Politics
2026-08-16T11:47:28.593637+00:00,C002,Historical contract #3,0.2468,0.7481,2780.6154079233124,290.7761010028314,0,30,Politics
2026-08-17T11:47:28.593637+00:00,C002,Historical contract #3,0.2526,0.7559,2583.906598181082,348.87750657038504,0,31,Politics
2026-08-18T11:47:28.593637+00:00,C002,Historical contract #3,0.226,0.7861,2193.635774690475,407.00218699721245,0,32,Politics
2026-08-19T11:47:28.593637+00:00,C002,Historical contract #3,0.2568,0.7575,1855.0856364474698,824.7916080657116,0,33,Politics
2026-08-20T11:47:28.593637+00:00,C002,Historical contract #3,0.2404,0.7408,1179.9627182630065,478.51585360595453,0,34,Politics
2026-08-21T11:47:28.593637+00:00,C002,Historical contract #3,0.2649,0.7246,262.3752511233285,2413.2980972294135,0,35,Politics
2026-08-22T11:47:28.593637+00:00,C002,Historical contract #3,0.3083,0.6837,383.95661617870036,518.8489597026203,0,36,Politics
2026-08-23T11:47:28.593637+00:00,C002,Historical contract #3,0.2872,0.7282,741.9557212062142,1057.4851983403307,0,37,Politics
2026-08-24T11:47:28.593637+00:00,C002,Historical contract #3,0.2843,0.7244,3163.256725983042,3436.291049953169,0,38,Politics
2026-08-25T11:47:28.593637+00:00,C002,Historical contract #3,0.2736,0.7227,1613.8815038956259,1088.1185834028074,0,39,Politics
2026-08-26T11:47:28.593637+00:00,C002,Historical contract #3,0.2253,0.7704,1322.962528295146,2916.8513549175573,0,40,Politics
2026-08-27T11:47:28.593637+00:00,C002,Historical contract #3,0.2141,0.7805,747.7041974265072,1064.0177301549688,0,41,Politics
2026-08-28T11:47:28.593637+00:00,C002,Historical contract #3,0.2133,0.7848,2083.7342836760977,1754.6331267589035,0,42,Politics
2026-08-29T11:47:28.593637+00:00,C002,Historical contract #3,0.1985,0.8198,1782.816576097991,323.13219895081966,0,43,Politics
2026-08-30T11:47:28.593637+00:00,C002,Historical contract #3,0.1844,0.8315,461.959963015807,182.63202361361533,0,44,Politics
2026-08-31T11:47:28.593637+00:00,C002,Historical contract #3,0.1877,0.8135,232.34062974871568,1246.2262068351663,0,45,Politics
2026-09-01T11:47:28.593637+00:00,C002,Historical contract #3,0.1851,0.8069,630.514297221486,1298.0862157472748,0,46,Politics
2026-09-02T11:47:28.593637+00:00,C002,Historical contract #3,0.1832,0.8317,2460.4080656570827,930.8990866549003,0,47,Politics
2026-09-03T11:47:28.593637+00:00,C002,Historical contract #3,0.1812,0.8302,3475.2465105151523,1096.707908587044,0,48,Politics
2026-09-04T11:47:28.593637+00:00,C002,Historical contract #3,0.1956,0.8114,1276.240622361252,453.37403234796733,0,49,Politics
2026-09-05T11:47:28.593637+00:00,C002,Historical contract #3,0.1973,0.7867,1252.5385431762606,473.5137814840583,0,50,Politics
2026-09-06T11:47:28.593637+00:00,C002,Historical contract #3,0.1881,0.8092,3872.4510140402226,109.79095707194067,0,51,Politics
2026-09-07T11:47:28.593637+00:00,C002,Historical contract #3,0.1563,0.8254,282.5103508496702,307.6889113616572,0,52,Politics
2026-09-08T11:47:28.593637+00:00,C002,Historical contract #3,0.1262,0.8744,4404.458988915225,546.7280317478147,0,53,Politics
2026-09-09T11:47:28.593637+00:00,C002,Historical contract #3,0.0972,0.8982,4185.321898429604,304.67113442953854,0,54,Politics
2026-09-10T11:47:28.593637+00:00,C002,Historical contract #3,0.0737,0.9184,1514.3947109978972,1116.5376057906474,0,55,Politics
2026-09-11T11:47:28.593637+00:00,C002,Historical contract #3,0.0705,0.914,789.9246086096817,658.7422133007462,0,56,Politics
2026-09-12T11:47:28.593637+00:00,C002,Historical contract #3,0.0626,0.937,517.6077115305472,1151.2449813094968,0,57,Politics
2026-09-13T11:47:28.593637+00:00,C002,Historical contract #3,0.0519,0.9618,1674.1432995486343,1639.9402477889048,0,58,Politics
2026-09-14T11:47:28.593637+00:00,C002,Historical contract #3,0.02,0.9792,864.1020251386143,2140.8176048177784,0,59,Politics
2026-07-17T11:47:28.593637+00:00,C003,Historical contract #4,0.2705,0.7379,1894.328052165441,1031.7287321978738,0,0,Crypto
2026-07-18T11:47:28.593637+00:00,C003,Historical contract #4,0.285,0.7317,2051.8462322334176,1239.1908574209433,0,1,Crypto
2026-07-19T11:47:28.593637+00:00,C003,Historical contract #4,0.3163,0.6681,299.5211868318076,1482.3683409437135,0,2,Crypto
2026-07-20T11:47:28.593637+00:00,C003,Historical contract #4,0.3496,0.654,408.3528686521703,719.9831844492412,0,3,Crypto
2026-07-21T11:47:28.593637+00:00,C003,Historical contract #4,0.3718,0.633,2732.679907247519,494.0450180696163,0,4,Crypto
2026-07-22T11:47:28.593637+00:00,C003,Historical contract #4,0.3532,0.637,1423.0934070806957,295.28638304674985,0,5,Crypto
2026-07-23T11:47:28.593637+00:00,C003,Historical contract #4,0.3954,0.624,4486.548365207293,318.4035749460078,0,6,Crypto
2026-07-24T11:47:28.593637+00:00,C003,Historical contract #4,0.4064,0.6056,2576.111832097476,1807.5583101713253,0,7,Crypto
2026-07-25T11:47:28.593637+00:00,C003,Historical contract #4,0.4104,0.5823,3009.4873472156687,873.609191553042,0,8,Crypto
2026-07-26T11:47:28.593637+00:00,C003,Historical contract #4,0.3645,0.6163,1158.6912714503962,238.91963350270612,0,9,Crypto
2026-07-27T11:47:28.593637+00:00,C003,Historical contract #4,0.3939,0.6157,5363.523890149572,815.8012290862191,0,10,Crypto
2026-07-28T11:47:28.593637+00:00,C003,Historical contract #4,0.4113,0.5738,2126.510859690103,277.3340964107585,0,11,Crypto
2026-07-29T11:47:28.593637+00:00,C003,Historical contract #4,0.406,0.5943,637.7066022769613,638.4493275056672,0,12,Crypto
2026-07-30T11:47:28.593637+00:00,C003,Historical contract #4,0.3911,0.6286,3697.3464394536363,671.2598711059582,0,13,Crypto
2026-07-31T11:47:28.593637+00:00,C003,Historical contract #4,0.3841,0.6311,1537.1246075273853,279.79529376384534,0,14,Crypto
2026-08-01T11:47:28.593637+00:00,C003,Historical contract #4,0.3692,0.6129,664.9737517747785,1001.222919813245,0,15,Crypto
2026-08-02T11:47:28.593637+00:00,C003,Historical contract #4,0.3664,0.6471,1639.0175558492747,1475.2180800404503,0,16,Crypto
2026-08-03T11:47:28.593637+00:00,C003,Historical contract #4,0.3765,0.6385,1865.2130575405813,338.3103730588285,0,17,Crypto
2026-08-04T11:47:28.593637+00:00,C003,Historical contract #4,0.3412,0.6546,2448.9729890013264,1862.8537950426844,0,18,Crypto
2026-08-05T11:47:28.593637+00:00,C003,Historical contract #4,0.354,0.6563,668.2319186641382,515.2822054817757,0,19,Crypto
2026-08-06T11:47:28.593637+00:00,C003,Historical contract #4,0.3463,0.6342,1138.7480242291358,814.2829027318495,0,20,Crypto
2026-08-07T11:47:28.593637+00:00,C003,Historical contract #4,0.3244,0.6594,2319.6283722228213,482.2226495380425,0,21,Crypto
2026-08-08T11:47:28.593637+00:00,C003,Historical contract #4,0.3197,0.6662,726.6586239730217,452.59926122534927,0,22,Crypto
2026-08-09T11:47:28.593637+00:00,C003,Historical contract #4,0.3388,0.6756,2332.1633452252613,262.52239424767225,0,23,Crypto
2026-08-10T11:47:28.593637+00:00,C003,Historical contract #4,0.2829,0.7264,1850.6421339159563,681.7982700862975,0,24,Crypto
2026-08-11T11:47:28.593637+00:00,C003,Historical contract #4,0.2745,0.7352,213.09380195156442,913.010242958525,0,25,Crypto
2026-08-12T11:47:28.593637+00:00,C003,Historical contract #4,0.2999,0.6843,1334.2902620735722,364.1939175187657,0,26,Crypto
2026-08-13T11:47:28.593637+00:00,C003,Historical contract #4,0.2715,0.7125,5664.581108483313,2892.595110788094,0,27,Crypto
2026-08-14T11:47:28.593637+00:00,C003,Historical contract #4,0.2576,0.7616,1860.2407272541504,2705.2586917363233,0,28,Crypto
2026-08-15T11:47:28.593637+00:00,C003,Historical contract #4,0.2497,0.7461,2422.0742451289293,8459.81803491816,0,29,Crypto
2026-08-16T11:47:28.593637+00:00,C003,Historical contract #4,0.2609,0.7354,3925.3009256016326,497.9670799554509,0,30,Crypto
